transaction_id,customer_id,amount,transaction_hour,account_age_days,previous_transaction_count,previous_chargeback_count,failed_payment_count,device_account_count,IP_account_count,billing_shipping_match,IP_shipping_match,payment_method,customer_country,shipping_country,device_age_days,transaction_frequency,average_transaction_amount,amount_deviation,is_new_device,is_new_location,velocity_1h,velocity_24h,previous_fraud_flag,chargeback_label
TXN-13981,CUSTOMER-12243,3011.0,7,407,30,2,0,1,1,0,0,credit_card,US,FR,193,3.21,2498.34,1.21,0,1,0,2,1,1
TXN-13982,CUSTOMER-10449,13731.67,22,410,10,0,0,1,1,0,0,upi,AU,FR,446,2.18,2019.82,6.8,0,1,2,2,0,1
TXN-13983,CUSTOMER-11949,1952.14,11,800,30,0,4,1,1,1,1,upi,JP,JP,340,2.21,1456.71,1.34,0,0,2,4,0,1
TXN-13984,CUSTOMER-10946,9696.39,14,124,23,0,0,1,1,1,1,net_banking,IN,IN,390,3.98,2633.94,3.68,0,0,0,3,0,0
TXN-13985,CUSTOMER-14237,5038.91,22,319,9,0,0,1,1,1,0,credit_card,IN,IN,461,3.08,3195.59,1.58,0,1,0,1,0,0
TXN-13986,CUSTOMER-11921,3402.25,2,152,17,3,0,1,1,1,1,upi,IN,IN,29,4.06,2226.15,1.53,0,1,0,0,1,1
TXN-13987,CUSTOMER-12978,1111.77,21,580,17,0,1,2,1,1,1,credit_card,DE,DE,7,4.31,1756.31,0.63,1,0,0,2,0,0
TXN-13988,CUSTOMER-14189,3551.75,7,657,12,1,4,1,1,1,0,credit_card,SG,SG,385,3.4,2259.11,1.57,0,0,0,0,1,1
TXN-13989,CUSTOMER-14016,2782.53,23,556,33,0,0,2,2,1,1,net_banking,US,US,47,3.07,1557.56,1.79,0,0,0,2,0,0
TXN-13990,CUSTOMER-10239,2454.05,18,877,10,0,0,1,1,0,1,upi,IN,CA,225,4.03,3555.59,0.69,0,1,0,1,0,0
TXN-13991,CUSTOMER-10205,3835.46,19,19,14,0,0,1,1,1,1,credit_card,FR,FR,50,1.12,3073.34,1.25,0,0,0,2,0,0
TXN-13992,CUSTOMER-12608,2746.19,5,802,18,0,0,1,1,0,1,credit_card,IN,JP,74,4.9,2261.03,1.21,0,1,0,2,0,0
TXN-13993,CUSTOMER-14341,2625.44,17,246,12,0,0,1,1,1,1,credit_card,IN,IN,27,4.41,3240.2,0.81,0,0,0,1,0,0
TXN-13994,CUSTOMER-14928,1650.85,10,389,8,0,0,1,1,1,1,credit_card,IN,IN,272,2.38,2602.75,0.63,0,0,1,1,0,0
TXN-13995,CUSTOMER-13389,2142.15,11,346,17,1,2,1,1,1,1,credit_card,IN,IN,297,3.76,2692.61,0.8,0,0,0,2,1,1
TXN-13996,CUSTOMER-12973,3675.28,22,475,5,0,1,2,2,1,0,debit_card,IN,IN,0,4.72,3246.9,1.13,1,0,0,0,0,1
TXN-13997,CUSTOMER-14391,4073.62,1,202,10,0,0,1,1,1,1,credit_card,US,US,309,1.78,3591.26,1.13,0,0,0,0,0,0
TXN-13998,CUSTOMER-12688,3532.53,4,8,6,0,6,1,1,1,0,net_banking,SG,SG,8,3.9,2913.75,1.21,1,0,0,0,0,1
TXN-13999,CUSTOMER-14952,1628.13,3,691,20,0,2,1,3,0,1,net_banking,IN,AE,300,0.1,1403.97,1.16,0,1,1,1,0,1
TXN-14000,CUSTOMER-14167,1506.35,8,667,11,0,1,1,1,0,1,credit_card,IN,DE,349,3.58,1487.76,1.01,0,1,1,4,0,1
TXN-14001,CUSTOMER-11349,3271.41,12,530,21,0,1,1,1,1,1,credit_card,AU,AU,191,1.68,3860.64,0.85,0,0,0,0,0,0
TXN-14002,CUSTOMER-14401,8876.93,12,102,23,0,0,2,2,1,1,credit_card,IN,IN,43,2.38,4440.57,2.0,0,1,2,3,0,1
TXN-14003,CUSTOMER-10817,949.16,14,245,26,0,0,1,1,1,1,debit_card,IN,IN,2,4.41,1849.23,0.51,1,0,0,0,0,0
TXN-14004,CUSTOMER-10821,3017.52,1,596,13,0,0,1,1,1,1,debit_card,IN,IN,55,4.93,2198.32,1.37,0,0,0,2,0,0
TXN-14005,CUSTOMER-10193,5029.32,22,318,24,0,0,1,1,1,0,debit_card,IN,IN,316,4.63,3132.62,1.61,0,0,0,2,0,0
TXN-14006,CUSTOMER-11777,906.88,12,350,38,0,0,1,1,1,1,net_banking,IN,IN,168,1.75,1122.57,0.81,0,0,0,2,0,0
TXN-14007,CUSTOMER-13646,1590.48,6,233,10,0,1,5,5,0,0,credit_card,IN,GB,12,4.59,2799.61,0.57,0,1,8,18,0,1
TXN-14008,CUSTOMER-14625,2166.43,22,646,8,0,1,2,2,1,1,credit_card,IN,IN,5,1.96,2591.34,0.84,1,1,1,1,0,1
TXN-14009,CUSTOMER-10251,10450.89,16,36,11,0,1,1,5,1,1,debit_card,IN,IN,309,3.32,2973.04,3.52,0,0,0,3,1,1
TXN-14010,CUSTOMER-11789,17060.2,7,344,11,0,0,1,3,1,0,credit_card,IN,IN,7,0.87,2962.64,5.76,1,0,0,3,0,1
TXN-14011,CUSTOMER-13701,2482.79,17,603,13,0,0,1,1,1,1,debit_card,IN,IN,485,3.12,3867.56,0.64,0,0,0,2,0,0
TXN-14012,CUSTOMER-12464,6921.8,14,291,22,0,0,1,1,1,1,credit_card,IN,IN,133,2.95,3612.99,1.92,0,0,0,3,0,0
TXN-14013,CUSTOMER-11168,1483.58,14,16,16,0,2,1,6,1,1,credit_card,IN,IN,384,4.55,1624.59,0.91,0,0,0,1,0,1
TXN-14014,CUSTOMER-13894,1467.1,4,89,10,2,1,1,3,0,0,credit_card,IN,FR,2,4.44,2082.43,0.7,1,1,0,2,1,1
TXN-14015,CUSTOMER-11097,4583.68,1,347,13,0,1,1,6,1,1,credit_card,IN,IN,240,2.0,2933.59,1.56,0,0,1,3,0,1
TXN-14016,CUSTOMER-12680,2464.7,15,676,13,0,0,4,4,1,1,debit_card,US,US,43,2.02,1705.09,1.45,0,0,0,0,0,0
TXN-14017,CUSTOMER-11848,5498.11,4,976,29,1,0,1,1,1,1,credit_card,IN,IN,459,0.12,3587.55,1.53,0,0,0,2,1,1
TXN-14018,CUSTOMER-13905,2577.89,22,443,5,0,1,1,2,1,1,upi,DE,DE,342,2.23,1570.98,1.64,0,0,0,1,0,0
TXN-14019,CUSTOMER-10505,5100.48,5,252,26,0,7,1,1,0,0,debit_card,US,SG,127,0.15,2812.71,1.81,0,1,0,3,0,1
TXN-14020,CUSTOMER-11622,3848.3,11,816,21,1,1,1,3,0,1,upi,IN,DE,310,0.25,3449.46,1.12,0,1,2,3,1,1
TXN-14021,CUSTOMER-12473,8279.43,4,592,40,0,5,1,1,1,1,credit_card,IN,IN,152,2.69,2510.64,3.3,0,0,0,3,0,1
TXN-14022,CUSTOMER-12547,2356.17,19,992,21,1,2,1,1,1,1,credit_card,IN,IN,497,1.09,2539.0,0.93,0,1,0,0,1,1
TXN-14023,CUSTOMER-11388,3699.85,7,183,30,0,0,7,7,1,1,debit_card,IN,IN,47,3.51,3199.39,1.16,0,0,0,1,0,1
TXN-14024,CUSTOMER-12995,4209.81,10,289,11,1,1,1,7,1,1,credit_card,IN,IN,146,0.45,3759.61,1.12,0,1,2,4,1,1
TXN-14025,CUSTOMER-13817,3146.43,13,760,26,0,0,1,1,1,1,credit_card,IN,IN,301,4.53,3372.25,0.93,0,0,0,2,0,0
TXN-14026,CUSTOMER-10718,3423.6,23,214,29,0,0,1,7,1,1,net_banking,IN,IN,8,4.09,2867.87,1.19,1,0,2,3,0,1
TXN-14027,CUSTOMER-13485,9075.48,16,157,15,0,6,1,3,1,1,upi,IN,IN,431,2.87,1885.49,4.81,0,0,0,0,0,1
TXN-14028,CUSTOMER-14435,1629.83,9,922,10,0,1,1,2,0,0,upi,IN,FR,131,0.65,1218.86,1.34,0,1,2,3,0,1
TXN-14029,CUSTOMER-10659,2054.93,1,690,32,1,0,1,6,1,0,net_banking,GB,GB,28,4.15,2011.73,1.02,0,0,0,3,1,1
TXN-14030,CUSTOMER-14009,1615.46,2,392,23,0,1,1,6,1,1,debit_card,DE,DE,497,1.18,1723.16,0.94,0,0,1,4,0,1
TXN-14031,CUSTOMER-14525,1315.25,12,19,18,0,2,2,2,1,1,debit_card,US,US,8,1.42,2548.16,0.52,1,0,0,0,0,1
TXN-14032,CUSTOMER-14995,3719.0,16,470,17,0,1,1,1,1,1,credit_card,GB,GB,301,2.88,2441.48,1.52,0,1,0,0,0,0
TXN-14033,CUSTOMER-14235,5707.55,2,430,16,0,0,1,1,1,1,credit_card,IN,IN,254,1.15,3377.61,1.69,0,0,0,2,0,0
TXN-14034,CUSTOMER-13765,3531.51,9,658,10,0,1,1,1,1,1,credit_card,IN,IN,340,4.14,1772.04,1.99,0,0,0,3,0,1
TXN-14035,CUSTOMER-12990,1972.4,7,996,38,0,0,1,1,1,1,credit_card,IN,IN,362,1.41,1560.42,1.26,0,0,0,1,0,0
TXN-14036,CUSTOMER-14638,3259.7,3,67,35,1,0,8,8,1,1,credit_card,IN,IN,33,4.11,1894.54,1.72,0,0,0,2,1,1
TXN-14037,CUSTOMER-12105,1974.58,12,76,17,0,1,1,2,0,0,credit_card,IN,IN,85,4.17,1137.92,1.74,0,1,0,1,0,1
TXN-14038,CUSTOMER-11256,4639.68,6,101,15,0,0,1,3,1,1,debit_card,IN,IN,176,4.22,2328.69,1.99,0,0,0,0,0,0
TXN-14039,CUSTOMER-12483,3556.73,6,651,8,1,0,1,1,0,0,debit_card,IN,GB,258,4.61,1853.22,1.92,0,1,0,0,1,1
TXN-14040,CUSTOMER-10384,5296.98,15,892,27,0,1,1,1,1,1,upi,IN,IN,173,0.92,2649.74,2.0,0,0,0,3,0,1
TXN-14041,CUSTOMER-12608,14851.1,4,584,16,0,4,1,1,1,1,credit_card,IN,IN,109,1.96,3306.91,4.49,0,1,8,19,1,1
TXN-14042,CUSTOMER-10194,4737.69,16,206,16,0,1,1,1,1,1,upi,FR,FR,431,1.35,2776.45,1.71,0,0,3,7,0,1
TXN-14043,CUSTOMER-13808,854.94,9,212,21,0,0,4,4,1,1,credit_card,IN,IN,32,4.33,868.47,0.98,0,0,0,2,0,1
TXN-14044,CUSTOMER-13720,3385.52,3,78,10,0,1,1,1,1,1,credit_card,IN,IN,28,2.96,2599.22,1.3,0,0,0,0,0,0
TXN-14045,CUSTOMER-12582,6188.49,22,112,13,0,0,2,5,1,1,upi,JP,JP,1,3.9,1877.12,3.3,1,1,0,0,0,1
TXN-14046,CUSTOMER-12566,4248.12,13,764,16,0,2,1,1,0,1,credit_card,IN,SG,467,2.84,3486.83,1.22,0,1,0,0,0,1
TXN-14047,CUSTOMER-12764,5064.46,4,132,21,0,0,1,1,1,1,credit_card,AE,AE,23,0.67,3866.44,1.31,0,0,0,1,0,0
TXN-14048,CUSTOMER-12799,1539.0,1,196,6,2,3,1,4,1,1,credit_card,IN,IN,471,1.04,820.24,1.88,0,1,0,3,1,1
TXN-14049,CUSTOMER-12340,3131.06,13,24,14,0,1,1,1,1,1,credit_card,IN,IN,421,3.5,2007.83,1.56,0,0,0,2,0,0
TXN-14050,CUSTOMER-13407,3190.22,23,471,9,0,0,1,6,1,1,debit_card,AE,AE,325,4.64,2251.12,1.42,0,0,0,1,0,0
TXN-14051,CUSTOMER-10732,5689.16,17,612,24,0,1,1,1,0,1,credit_card,IN,AE,437,3.25,3482.03,1.63,0,1,2,4,0,1
TXN-14052,CUSTOMER-12873,2951.83,23,756,30,0,1,1,1,1,1,net_banking,IN,IN,296,0.83,3896.17,0.76,0,0,0,2,0,0
TXN-14053,CUSTOMER-13121,3109.83,10,542,7,0,1,5,2,1,1,debit_card,IN,IN,50,4.63,2717.61,1.14,1,1,0,3,0,1
TXN-14054,CUSTOMER-14781,118.06,15,941,13,0,1,1,1,0,0,credit_card,JP,DE,53,3.42,100.0,1.18,0,1,0,1,0,1
TXN-14055,CUSTOMER-14178,2869.86,17,289,13,1,1,1,7,1,1,debit_card,IN,IN,29,0.23,2409.94,1.19,0,0,0,1,1,1
TXN-14056,CUSTOMER-12605,4087.06,15,255,6,0,0,1,1,1,1,net_banking,IN,IN,424,1.71,2853.87,1.43,0,0,1,1,0,0
TXN-14057,CUSTOMER-12383,2607.55,20,936,33,0,1,1,1,0,0,credit_card,US,FR,233,3.41,3211.88,0.81,0,1,0,3,0,1
TXN-14058,CUSTOMER-10532,7384.98,3,205,10,0,1,1,1,1,1,credit_card,IN,IN,32,1.19,4762.46,1.55,0,0,0,3,0,0
TXN-14059,CUSTOMER-14317,4785.95,0,474,7,0,0,1,1,1,1,net_banking,IN,IN,198,1.3,2403.5,1.99,0,1,0,0,0,0
TXN-14060,CUSTOMER-10635,2793.82,13,67,40,0,5,1,1,1,0,credit_card,SG,SG,7,3.72,1492.11,1.87,1,0,2,5,0,1
TXN-14061,CUSTOMER-11770,2740.55,11,214,19,0,0,1,1,1,1,net_banking,US,US,60,2.0,2520.7,1.09,0,0,0,2,0,0
TXN-14062,CUSTOMER-13805,1596.07,23,633,21,0,0,1,1,1,0,debit_card,IN,IN,463,0.4,3049.88,0.52,0,0,2,3,0,0
TXN-14063,CUSTOMER-12371,12108.02,9,421,13,0,3,1,1,1,0,credit_card,US,US,140,4.18,3343.52,3.62,0,0,1,3,0,1
TXN-14064,CUSTOMER-10003,3653.57,18,557,35,0,0,1,1,1,1,credit_card,IN,IN,187,0.89,2115.2,1.73,0,0,0,2,0,0
TXN-14065,CUSTOMER-10206,2800.78,3,580,13,4,0,5,5,1,1,credit_card,IN,IN,12,2.84,3021.13,0.93,0,0,0,3,1,1
TXN-14066,CUSTOMER-14136,3380.04,19,538,25,0,1,1,7,1,1,upi,IN,IN,3,2.52,2044.22,1.65,1,0,0,0,0,1
TXN-14067,CUSTOMER-12622,2687.13,20,682,19,0,1,1,1,1,1,upi,IN,IN,150,4.5,2312.1,1.16,0,1,1,1,0,0
TXN-14068,CUSTOMER-14740,1774.74,2,756,37,0,0,3,4,0,0,upi,IN,DE,19,1.91,1811.15,0.98,0,1,0,3,0,1
TXN-14069,CUSTOMER-12891,3055.57,3,461,30,0,1,1,2,1,1,net_banking,IN,IN,253,0.63,4151.98,0.74,0,0,1,3,0,0
TXN-14070,CUSTOMER-13194,4068.05,14,454,24,0,0,1,1,1,1,credit_card,IN,IN,342,1.54,3302.58,1.23,0,0,0,2,0,0
TXN-14071,CUSTOMER-12667,1999.22,10,300,24,0,0,1,1,1,1,net_banking,IN,IN,468,1.19,3278.38,0.61,0,0,2,2,0,0
TXN-14072,CUSTOMER-13307,6056.23,15,785,20,0,0,1,1,1,1,credit_card,AE,AE,194,4.79,3054.75,1.98,0,0,0,3,0,0
TXN-14073,CUSTOMER-10898,974.13,3,287,14,0,1,1,3,1,1,net_banking,IN,IN,73,1.58,842.98,1.16,0,0,2,3,0,1
TXN-14074,CUSTOMER-11086,3089.65,5,760,6,0,0,1,1,1,1,credit_card,CA,CA,180,1.85,2460.55,1.26,0,0,0,2,0,0
TXN-14075,CUSTOMER-11280,479.8,7,1,0,0,0,6,6,1,1,credit_card,IN,IN,41,0.0,628.6,0.76,1,0,0,1,0,1
TXN-14076,CUSTOMER-10671,2010.4,12,936,8,0,1,7,7,1,1,debit_card,SG,SG,49,2.5,1208.09,1.66,0,0,0,2,0,1
TXN-14077,CUSTOMER-11506,10195.69,22,19,19,1,0,1,1,1,1,upi,IN,IN,456,1.49,1879.2,5.43,0,0,2,4,1,1
TXN-14078,CUSTOMER-13576,3170.28,19,476,17,0,1,1,1,1,1,credit_card,FR,FR,259,3.17,2790.75,1.14,0,0,1,2,0,0
TXN-14079,CUSTOMER-14815,3941.44,3,953,10,0,3,2,2,1,1,credit_card,IN,IN,4,4.42,4505.66,0.87,1,0,2,5,0,1
TXN-14080,CUSTOMER-11956,1501.55,4,490,8,0,0,2,2,1,1,net_banking,IN,IN,9,4.73,3336.81,0.45,1,0,0,2,0,0
TXN-14081,CUSTOMER-10250,2179.0,9,985,12,0,2,2,2,1,1,credit_card,IN,IN,7,2.7,2136.37,1.02,1,1,1,2,0,1
TXN-14082,CUSTOMER-11893,3994.37,4,805,23,0,0,1,1,1,0,credit_card,IN,IN,469,1.33,3997.83,1.0,0,0,1,3,0,0
TXN-14083,CUSTOMER-13440,1143.09,11,256,10,0,0,1,1,1,1,credit_card,IN,IN,240,0.69,1962.94,0.58,0,0,0,2,0,0
TXN-14084,CUSTOMER-11854,1622.54,0,452,21,1,0,1,1,1,1,net_banking,IN,IN,465,0.36,2053.37,0.79,0,0,3,13,1,1
TXN-14085,CUSTOMER-12855,963.17,23,437,38,0,0,1,1,1,1,credit_card,IN,IN,31,2.72,1755.12,0.55,0,0,1,3,0,0
TXN-14086,CUSTOMER-11504,2497.71,9,760,17,0,0,1,1,1,1,credit_card,IN,IN,281,1.76,2658.96,0.94,0,0,1,2,0,0
TXN-14087,CUSTOMER-13386,1138.3,4,397,15,0,0,1,1,1,1,upi,AE,AE,52,3.06,964.27,1.18,0,0,0,2,0,0
TXN-14088,CUSTOMER-13572,1424.23,18,152,16,0,1,1,1,1,1,debit_card,US,US,240,0.69,2795.44,0.51,0,0,0,3,0,0
TXN-14089,CUSTOMER-13793,2177.28,18,648,10,0,2,1,1,1,1,upi,IN,IN,285,3.85,3402.53,0.64,0,0,0,0,0,0
TXN-14090,CUSTOMER-13427,5061.3,19,221,10,0,1,1,4,1,1,debit_card,IN,IN,35,0.37,2858.8,1.77,0,0,0,3,0,1
TXN-14091,CUSTOMER-10044,4554.76,11,722,21,3,0,1,1,0,1,credit_card,AE,CA,442,2.57,3155.8,1.44,0,1,0,1,1,1
TXN-14092,CUSTOMER-13613,4431.56,22,700,17,0,0,2,2,1,1,credit_card,AE,AE,23,3.1,3586.89,1.24,0,0,0,2,0,0
TXN-14093,CUSTOMER-12619,2953.82,15,435,23,0,1,1,1,1,1,credit_card,AU,AU,45,1.84,2121.78,1.39,0,0,0,2,0,0
TXN-14094,CUSTOMER-14679,1912.54,4,743,28,0,0,1,1,1,0,upi,IN,IN,405,2.06,3983.02,0.48,0,0,0,3,0,1
TXN-14095,CUSTOMER-13164,1205.56,16,135,7,2,0,1,1,1,1,debit_card,DE,DE,172,2.94,1605.79,0.75,0,0,1,2,1,1
TXN-14096,CUSTOMER-11289,2484.54,13,527,24,0,0,1,1,1,1,debit_card,AE,AE,367,4.4,1954.34,1.27,0,0,0,0,0,0
TXN-14097,CUSTOMER-12943,2260.26,11,625,17,0,0,1,1,1,1,net_banking,IN,IN,204,0.11,2595.96,0.87,0,0,0,3,0,0
TXN-14098,CUSTOMER-10220,6739.19,12,775,15,0,1,1,5,1,1,credit_card,AE,AE,317,2.21,3537.61,1.91,0,0,0,3,0,1
TXN-14099,CUSTOMER-11926,630.34,20,278,13,1,1,1,1,1,1,credit_card,JP,JP,61,3.16,701.57,0.9,0,0,0,3,1,1
TXN-14100,CUSTOMER-12973,4693.69,13,584,20,0,0,1,7,1,0,upi,GB,GB,456,2.44,3199.6,1.47,0,0,2,2,0,1
TXN-14101,CUSTOMER-13514,7213.24,4,735,15,0,0,8,8,1,1,net_banking,FR,FR,38,1.24,2646.24,2.73,0,0,0,3,0,1
TXN-14102,CUSTOMER-12449,3532.43,21,484,28,0,0,1,1,1,1,debit_card,IN,IN,119,4.31,1992.97,1.77,0,0,1,4,0,0
TXN-14103,CUSTOMER-13472,1027.84,22,545,5,0,0,1,1,1,1,upi,IN,IN,29,4.6,2087.26,0.49,0,0,0,0,0,0
TXN-14104,CUSTOMER-12775,2181.92,4,244,17,0,0,1,1,1,1,debit_card,IN,IN,35,3.08,2145.51,1.02,0,0,1,1,0,0
TXN-14105,CUSTOMER-10991,880.96,17,749,32,0,7,1,1,1,1,net_banking,IN,IN,183,4.18,1486.61,0.59,0,0,0,0,0,1
TXN-14106,CUSTOMER-12947,27242.37,13,17,18,1,1,1,1,1,1,credit_card,IN,IN,466,3.25,4403.57,6.19,0,0,0,3,1,1
TXN-14107,CUSTOMER-11813,1797.57,17,876,9,0,0,4,4,1,1,credit_card,US,US,10,0.27,2539.07,0.71,0,1,0,2,0,1
TXN-14108,CUSTOMER-14954,4528.26,19,555,26,0,1,1,5,1,1,debit_card,IN,IN,166,2.84,3650.81,1.24,0,0,0,1,0,0
TXN-14109,CUSTOMER-10804,2988.49,0,142,26,0,1,1,5,1,1,credit_card,IN,IN,354,1.76,3386.34,0.88,0,0,0,0,0,0
TXN-14110,CUSTOMER-10490,1772.3,6,500,12,0,3,7,7,1,1,upi,FR,FR,45,2.47,3633.31,0.49,0,0,1,4,0,1
TXN-14111,CUSTOMER-13557,6908.16,16,526,27,0,3,3,3,1,1,upi,AE,AE,57,4.59,4148.69,1.67,0,0,4,10,0,1
TXN-14112,CUSTOMER-11494,2034.8,2,92,9,0,1,1,1,1,1,upi,SG,SG,128,1.34,1470.69,1.38,0,0,0,2,0,0
TXN-14113,CUSTOMER-13646,3375.08,9,382,11,0,2,1,1,0,1,debit_card,IN,GB,42,3.63,3200.91,1.05,0,1,7,11,0,1
TXN-14114,CUSTOMER-12892,3068.66,6,888,16,0,0,1,1,1,1,credit_card,IN,IN,178,3.72,2787.58,1.1,0,0,0,2,0,0
TXN-14115,CUSTOMER-11706,2299.52,11,278,34,1,0,1,1,1,0,upi,IN,IN,280,2.56,1330.34,1.73,0,0,0,0,1,1
TXN-14116,CUSTOMER-13517,5361.93,21,726,14,3,1,2,2,1,1,debit_card,IN,IN,3,2.7,3118.51,1.72,1,0,0,3,1,1
TXN-14117,CUSTOMER-13341,3907.33,14,448,5,0,0,7,7,1,0,credit_card,IN,IN,9,1.5,2422.76,1.61,1,0,1,1,0,1
TXN-14118,CUSTOMER-10054,664.21,22,760,17,0,0,1,1,1,0,upi,IN,IN,4,3.56,1532.99,0.43,1,0,0,2,0,0
TXN-14119,CUSTOMER-12576,12509.58,20,981,29,0,0,1,1,1,1,credit_card,IN,IN,128,3.43,1932.95,6.47,0,0,0,3,0,1
TXN-14120,CUSTOMER-13592,13289.27,15,582,17,0,1,1,1,1,1,credit_card,JP,JP,112,3.95,3067.65,4.33,0,0,0,1,0,1
TXN-14121,CUSTOMER-10616,2855.84,7,620,13,0,2,1,1,1,1,credit_card,IN,IN,499,0.25,3515.37,0.81,0,0,0,1,0,0
TXN-14122,CUSTOMER-10955,11301.54,5,287,19,0,0,1,1,1,1,credit_card,IN,IN,398,2.74,2355.06,4.8,0,0,1,4,0,1
TXN-14123,CUSTOMER-12434,3308.76,3,475,15,0,4,1,3,1,0,credit_card,AE,AE,7,4.21,2799.33,1.18,1,0,1,3,0,1
TXN-14124,CUSTOMER-11630,8771.05,10,881,9,1,0,1,1,1,1,upi,IN,IN,97,4.82,4402.44,1.99,0,0,3,10,1,1
TXN-14125,CUSTOMER-12782,3663.63,16,671,12,0,0,1,3,1,1,credit_card,IN,IN,370,4.55,3453.45,1.06,0,0,1,3,0,0
TXN-14126,CUSTOMER-10650,3721.44,1,800,11,0,1,8,8,1,1,upi,IN,IN,1,0.36,1867.51,1.99,0,0,0,1,0,1
TXN-14127,CUSTOMER-12348,31655.12,5,170,26,0,3,1,6,1,1,credit_card,IN,IN,469,0.88,4504.05,7.03,0,1,0,0,0,1
TXN-14128,CUSTOMER-14491,8695.01,3,524,23,1,0,1,1,1,1,upi,IN,IN,250,4.2,4902.29,1.77,0,0,0,3,1,1
TXN-14129,CUSTOMER-13279,6250.19,2,371,20,0,1,6,6,1,1,credit_card,IN,IN,21,0.67,3214.78,1.94,0,0,1,4,0,1
TXN-14130,CUSTOMER-12641,3617.57,6,731,7,0,2,1,1,1,1,upi,GB,GB,133,4.83,3960.49,0.91,0,0,0,1,0,0
TXN-14131,CUSTOMER-13802,3481.11,6,392,11,0,1,1,3,1,1,debit_card,AU,AU,261,1.78,3773.55,0.92,0,1,0,1,1,1
TXN-14132,CUSTOMER-12562,1374.14,15,957,24,0,0,1,4,1,1,credit_card,US,US,426,1.3,1315.69,1.04,0,1,0,1,0,0
TXN-14133,CUSTOMER-13250,1956.83,1,184,50,2,0,1,1,1,1,credit_card,IN,IN,237,4.15,2450.44,0.8,0,0,0,1,1,1
TXN-14134,CUSTOMER-10371,6215.91,7,509,9,0,2,1,1,1,1,credit_card,IN,IN,92,0.39,3744.14,1.66,0,0,0,1,0,0
TXN-14135,CUSTOMER-10858,3023.5,14,431,18,1,0,2,2,1,1,credit_card,US,US,8,0.72,2035.98,1.49,1,0,0,1,1,1
TXN-14136,CUSTOMER-14887,6288.63,15,938,27,0,0,1,1,1,0,credit_card,AU,AU,150,0.9,5436.92,1.16,0,0,0,2,0,0
TXN-14137,CUSTOMER-14754,2968.13,0,834,17,0,1,1,6,1,1,credit_card,IN,IN,454,0.4,2580.81,1.15,0,0,0,3,0,1
TXN-14138,CUSTOMER-10384,3605.11,9,208,5,0,0,1,1,1,1,upi,DE,DE,382,3.25,3287.24,1.1,0,0,1,2,0,0
TXN-14139,CUSTOMER-13878,4810.22,6,993,43,0,0,1,1,1,1,upi,CA,CA,342,4.98,2654.04,1.81,0,1,1,3,0,0
TXN-14140,CUSTOMER-12553,4020.18,15,799,10,0,0,1,1,1,0,credit_card,IN,IN,341,2.3,4162.08,0.97,0,0,0,1,0,0
TXN-14141,CUSTOMER-14335,2740.0,9,328,23,0,1,1,1,1,1,credit_card,IN,IN,175,1.06,3607.77,0.76,0,1,1,3,0,0
TXN-14142,CUSTOMER-14291,6054.6,11,360,28,0,1,1,7,1,1,credit_card,US,US,0,2.11,3091.58,1.96,1,0,0,3,0,1
TXN-14143,CUSTOMER-12726,4319.15,16,443,40,0,1,1,1,1,1,debit_card,IN,IN,420,0.42,2522.41,1.71,0,0,4,15,0,1
TXN-14144,CUSTOMER-14035,3630.13,12,896,15,0,0,1,1,1,1,debit_card,IN,IN,21,2.52,3429.36,1.06,0,0,2,3,0,0
TXN-14145,CUSTOMER-13294,775.74,11,440,18,1,2,2,2,1,1,credit_card,IN,IN,33,1.74,1674.0,0.46,1,0,0,3,1,1
TXN-14146,CUSTOMER-14252,1417.43,14,368,19,1,2,1,4,1,1,credit_card,CA,CA,339,2.36,2889.99,0.49,0,0,0,0,1,1
TXN-14147,CUSTOMER-13989,3240.53,13,105,12,0,1,1,1,1,1,upi,IN,IN,435,2.19,3543.88,0.91,0,0,0,2,0,0
TXN-14148,CUSTOMER-10923,4883.72,18,723,17,0,0,1,5,1,1,net_banking,DE,DE,137,3.91,2731.26,1.79,0,0,0,3,0,0
TXN-14149,CUSTOMER-12916,2359.7,18,324,52,0,1,1,1,1,1,net_banking,IN,IN,52,4.44,1250.45,1.89,0,1,0,0,0,0
TXN-14150,CUSTOMER-12951,2080.2,13,231,12,0,0,1,1,1,1,debit_card,IN,IN,254,4.06,2750.94,0.76,0,0,1,1,0,0
TXN-14151,CUSTOMER-13047,8264.64,17,724,9,0,0,1,1,1,1,credit_card,IN,IN,470,3.9,4360.57,1.9,0,0,0,0,0,0
TXN-14152,CUSTOMER-10975,4508.95,4,836,7,1,0,1,1,0,0,credit_card,IN,DE,457,0.11,3032.91,1.49,0,1,0,0,1,1
TXN-14153,CUSTOMER-11231,5210.22,19,707,25,1,1,1,1,1,1,credit_card,IN,IN,451,2.52,2783.12,1.87,0,0,0,2,1,1
TXN-14154,CUSTOMER-12436,1074.01,5,248,14,0,1,1,1,1,1,upi,AU,AU,234,2.9,1535.37,0.7,0,1,0,2,0,0
TXN-14155,CUSTOMER-11815,2382.55,17,316,29,0,0,1,1,0,0,credit_card,AE,AE,228,3.02,2099.48,1.13,0,1,0,2,0,1
TXN-14156,CUSTOMER-12935,3590.71,13,263,10,0,0,1,1,1,0,credit_card,CA,CA,3,1.45,2468.07,1.45,1,0,0,0,0,0
